Project:,jg_gelma_fibers_recovery_osc,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Test:,85um_fibers_r2,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Result:,Pre-UV recovery,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,23,19.979,33.66,23.38,49.343,1142.9,23.2,1.8207E+05,0.8,0.02,374.06,"MV-,WMa,TruStrain™",15241,1.33E+03
,24,20.397,34.08,23.38,49.845,1089.1,21.8,1.7351E+05,0.8,-0.01,342.32,"MV-,WMa,TruStrain™",13947,1.28E+03
,25,20.842,34.52,23.38,73.98,1002.2,13.5,1.5994E+05,0.8,0.02,303.41,"MV-,WMa,TruStrain™",12362,1.23E+03
,26,21.316,35,23.37,100.56,849.48,8.45,1.3614E+05,0.8,0,250.29,"MV-,WMa,TruStrain™",10198,1.19E+03
,27,21.821,35.5,23.37,96.78,689.92,7.13,1.1088E+05,0.8,0.02,197.78,"MV-,WMa,TruStrain™",8058.1,1.16E+03
,28,22.357,36.04,23.38,87.026,550.59,6.33,88717,0.8,-0.01,153.45,"MV-,WMa,TruStrain™",6252,1.12E+03
,29,22.929,36.61,23.38,93.542,399.63,4.27,65322,0.8,0.02,109.64,"MV-,WMa,TruStrain™",4466.9,1.09E+03
,30,23.536,37.22,23.38,102.67,251.36,2.45,43214,0.8,0,70.635,"MV-,WMa,TruStrain™",2877.9,1.06E+03
,31,24.183,37.86,23.37,86.951,98.945,1.14,20964,0.8,0,33.521,"MV-,WMa,TruStrain™",1365.8,1.04E+03
,32,24.872,38.55,23.38,53.254,72.089,1.35,14264,0.8,0.02,22.565,"MV-,WMa,TruStrain™",919.4,1.03E+03
,33,25.604,39.28,23.38,68.367,169.91,2.49,29148,0.8,0.01,45.833,"WMa,TruStrain™",1867.4,1.02E+03
,34,26.384,40.06,23.38,61.665,201.29,3.26,33506,0.8,0,52.253,"WMa,TruStrain™",2129,1.01E+03
,35,27.214,40.89,23.38,59.533,265.63,4.46,43325,0.8,0,67.38,"WMa,TruStrain™",2745.3,1.01E+03
,36,28.097,41.78,23.38,55.159,290.66,5.27,47085,0.8,0.01,73.081,"WMa,TruStrain™",2977.6,1.01E+03
,37,29.036,42.72,23.37,53.898,303.01,5.62,48983,0.8,0.01,75.959,"WMa,TruStrain™",3094.8,1.01E+03
,38,30.036,43.72,23.38,54.109,312.03,5.77,50402,0.8,0.01,78.132,"WMa,TruStrain™",3183.4,1.01E+03
,,,,,,,,,,,,,,
Interval and data points:,3,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,30.139,43.82,23.38,7854.3,0.39271,5E-05,1.25E+06,0.8,0.22,1922.4,"ME-,MV-,WMa,taD,TruStrain™",78325,997
,2,30.246,43.93,23.38,1282.9,10769,8.39,1.726E+06,0.8,0,2509.6,"ME-,MV-,WMa,TruStrain™",1.0225E+05,943
,3,30.359,44.04,23.38,2200.2,10252,4.66,1.6687E+06,0.8,0,2122.1,"MV-,WMa,TruStrain™",86462,825
,4,30.48,44.16,23.38,4189.5,11980,2.86,2.0199E+06,0.8,0,2196.3,"MV-,WMa,TruStrain™",89486,705
,5,30.608,44.29,23.38,6976.2,15495,2.22,2.7045E+06,0.8,0,2418,"MV-,WMa,TruStrain™",98518,580
,6,30.744,44.42,23.38,11295,21142,1.87,3.8149E+06,0.8,0,2625,"MV-,WMa,TruStrain™",1.0695E+05,446
,7,30.89,44.57,23.38,24499,32277,1.32,6.4492E+06,0.8,0,2717.6,"MV-,WMa,TruStrain™",1.1073E+05,273
,8,31.044,44.72,23.38,72196,16506,0.229,1.1787E+07,0.8,0,2595.3,"MV-,WMa,TruStrain™",1.0574E+05,143
,9,31.209,44.89,23.38,22153,1.1076,5E-05,3.5258E+06,0.8,0,862.05,"ME-,WMa,taD,TruStrain™",35123,159
,10,31.384,45.06,23.38,692.31,5544.1,8.01,8.8922E+05,0.8,0,223.04,"ME-,MV-,WMa,TruStrain™",9087.4,163
,11,31.57,45.25,23.38,2727.1,14447,5.3,2.3398E+06,0.8,0,530.77,"MV-,WMa,TruStrain™",21626,147
,12,31.769,45.45,23.38,3613.8,31561,8.73,5.056E+06,0.8,0,787.08,"MV-,WMa,TruStrain™",32069,101
,13,31.98,45.66,23.38,3.9168,78335,2E+04,1.2467E+07,0.8,0,784.58,"ME-,MV-,WMa,taD,TruStrain™",31967,40.8
,14,32.204,45.88,23.38,18.733,3.7467E+05,2E+04,5.963E+07,0.8,0,493.67,"ME-,MV-,WMa,taD,TruStrain™",20114,5.37
,15,32.443,46.12,23.37,4.5634E+05,22.817,5E-05,7.263E+07,0.8,0,83.975,"ME-,MV-,WMa,taD,TruStrain™",3421.5,0.75
,16,32.697,46.38,23.37,2.1195E+05,81094,0.383,3.6118E+07,0.8,0,2.6939,"ME-,WMa,TruStrain™",109.76,0.0484
,17,32.968,46.65,23.37,55767,5062.8,0.0908,8.9121E+06,0.8,0,0.81185,"WMa,TruStrain™",33.078,0.0591
,18,33.256,46.94,23.37,13706,8053.3,0.588,2.53E+06,0.8,0,0.24082,"MV-,WMa,TruStrain™",9.8117,0.0617
,19,33.563,47.24,23.37,14608,12466,0.853,3.0565E+06,0.8,0,0.33961,"WMa,TruStrain™",13.837,0.0721
,20,33.889,47.57,23.37,10898,7008.4,0.643,2.0621E+06,0.8,0,0.27725,"WMa,TruStrain™",11.296,0.0872
,21,34.236,47.92,23.38,10401,5089.8,0.489,1.843E+06,0.8,0,0.28977,"WMa,TruStrain™",11.806,0.102
,22,34.606,48.29,23.38,12912,2951.4,0.229,2.108E+06,0.8,0,0.35516,"WMa,TruStrain™",14.471,0.109
,23,34.999,48.68,23.38,13644,80.061,0.00587,2.1716E+06,0.8,0,0.3667,"MV-,WMa,TruStrain™",14.941,0.109
,24,35.417,49.1,23.38,14119,303.25,0.0215,2.2477E+06,0.8,0,0.37081,"MV-,WMa,TruStrain™",15.108,0.107
,25,35.862,49.54,23.38,14198,135.34,0.00953,2.2598E+06,0.8,0,0.3636,"MV-,WMa,TruStrain™",14.814,0.104
,26,36.336,50.02,23.38,13529,513.72,0.038,2.1547E+06,0.8,0,0.34063,"MV-,WMa,TruStrain™",13.879,0.103
,27,36.841,50.52,23.38,13799,524.12,0.038,2.1977E+06,0.8,0,0.34483,"WMa,TruStrain™",14.05,0.102
,28,37.377,51.06,23.38,13496,978.2,0.0725,2.1536E+06,0.8,0,0.3366,"WMa,TruStrain™",13.714,0.101
,29,37.949,51.63,23.38,13324,772.2,0.058,2.1241E+06,0.8,0,0.33099,"WMa,TruStrain™",13.486,0.101
,30,38.556,52.24,23.38,13488,877.64,0.0651,2.1512E+06,0.8,0,0.33441,"WMa,TruStrain™",13.625,0.101
,31,39.203,52.88,23.38,12939,1134.7,0.0877,2.0671E+06,0.8,0,0.32088,"WMa,TruStrain™",13.074,0.101
,32,39.892,53.57,23.38,13629,738.11,0.0542,2.1723E+06,0.8,0,0.33705,"WMa,TruStrain™",13.733,0.101
,33,40.624,54.3,23.38,13855,1179.2,0.0851,2.2131E+06,0.8,0,0.34329,"WMa,TruStrain™",13.987,0.101
,34,41.404,55.08,23.38,13272,1276.4,0.0962,2.122E+06,0.8,0,0.329,"WMa,TruStrain™",13.405,0.101
,35,42.234,55.91,23.38,13204,707.36,0.0536,2.1046E+06,0.8,0,0.32622,"WMa,TruStrain™",13.291,0.101
,36,43.117,56.8,23.38,13626,437.38,0.0321,2.1698E+06,0.8,0,0.33633,"WMa,TruStrain™",13.703,0.101
,37,44.056,57.74,23.37,13851,651.89,0.0471,2.2069E+06,0.8,0,0.34207,"WMa,TruStrain™",13.937,0.101
,38,45.056,58.74,23.38,13889,747.43,0.0538,2.2137E+06,0.8,0,0.34311,"WMa,TruStrain™",13.98,0.101
,,,,,,,,,,,,,,
Interval and data points:,4,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,45.158,58.84,23.37,3.6487E+06,5.2431E+05,0.144,5.8668E+08,0.8,-0.08,4182.1,"WMa,TruStrain™",1.7039E+05,4.62
,2,45.265,58.95,23.37,3.3148E+05,16.574,5E-05,5.2757E+07,0.8,0.27,6291,"ME-,WMa,taD,TruStrain™",2.5632E+05,77.3
,3,45.378,59.06,23.37,3.8306E+05,19.153,5E-05,6.0966E+07,0.8,0.09,11937,"ME-,MV-,WMa,taD,TruStrain™",4.8637E+05,127
,4,45.499,59.18,23.37,5.1744,1.0349E+05,2E+04,1.6471E+07,0.8,-0.02,3225.6,"ME-,MV-,WMa,taD,TruStrain™",1.3142E+05,127
,5,45.627,59.31,23.37,9906,81552,8.23,1.3075E+07,0.8,0,2776.9,"ME-,MV-,WMa,TruStrain™",1.1314E+05,138
,6,45.763,59.44,23.37,19271,771.95,0.0401,3.0695E+06,0.8,0.02,1188.7,"MV-,WMa,TruStrain™",48432,251
,7,45.909,59.59,23.37,11601,12284,1.06,2.689E+06,0.8,0.03,1753.9,"WMa,TruStrain™",71462,423
,8,46.063,59.74,23.37,7900.1,14507,1.84,2.629E+06,0.8,0.01,2331,"WMa,TruStrain™",94972,575
,9,46.228,59.91,23.38,9897.1,8306.6,0.839,2.0564E+06,0.8,-0.01,2571,"ME-,MV-,WMa,TruStrain™",1.0475E+05,811
,10,46.403,60.08,23.38,1.6138,32275,2E+04,5.1368E+06,0.8,-0.01,8595.5,"ME-,MV-,WMa,taD,TruStrain™",3.5021E+05,1.09E+03
,11,46.589,60.27,23.38,0.87537,17507,2E+04,2.7864E+06,0.8,0.02,6082.5,"ME-,WMa,taD,TruStrain™",2.4782E+05,1.42E+03
,12,46.788,60.47,23.38,0.40636,8127.2,2E+04,1.2935E+06,0.8,0.03,3170.5,"ME-,WMa,taD,TruStrain™",1.2918E+05,1.59E+03
,13,46.999,60.68,23.38,0.2325,4650.1,2E+04,7.4008E+05,0.8,0.02,1915.5,"ME-,WMa,taD,TruStrain™",78044,1.68E+03
,14,47.223,60.9,23.38,1443.7,0.072183,5E-05,2.2977E+05,0.8,0,604.69,"ME-,WMa,taD,TruStrain™",24637,1.71E+03
,15,47.462,61.14,23.38,0.11823,2364.5,2E+04,3.7633E+05,0.8,0,946.82,"ME-,MV-,WMa,taD,TruStrain™",38577,1.63E+03
,16,47.716,61.4,23.38,1232.9,2247.7,1.82,4.0801E+05,0.8,0.03,970.14,"MV-,WMa,TruStrain™",39527,1.54E+03
,17,47.987,61.67,23.38,669.08,2075.6,3.1,3.4709E+05,0.8,0.01,785.6,"MV-,WMa,TruStrain™",32008,1.47E+03
,18,48.275,61.96,23.38,168.98,1683.9,9.96,2.6934E+05,0.8,0,583.53,"MV-,WMa,TruStrain™",23775,1.4E+03
,19,48.582,62.26,23.38,104.85,1361.9,13,2.174E+05,0.8,0.02,455.23,"MV-,WMa,TruStrain™",18548,1.36E+03
,20,48.908,62.59,23.38,47.835,1171.1,24.5,1.8654E+05,0.8,0.02,378.42,"MV-,WMa,TruStrain™",15418,1.32E+03
,21,49.255,62.94,23.38,61.021,1054.1,17.3,1.6804E+05,0.8,0,330.1,"MV-,WMa,TruStrain™",13450,1.27E+03
,22,49.625,63.31,23.38,55.577,954.89,17.2,1.5223E+05,0.8,0.02,290.41,"MV-,WMa,TruStrain™",11832,1.24E+03
,23,50.018,63.7,23.38,57.634,847.56,14.7,1.352E+05,0.8,0.01,250.6,"MV-,WMa,TruStrain™",10210,1.2E+03
,24,50.436,64.12,23.38,45.093,745.51,16.5,1.1887E+05,0.8,0,213.8,"MV-,WMa,TruStrain™",8711,1.17E+03
,25,50.881,64.56,23.38,62.445,643.88,10.3,1.0296E+05,0.8,0.02,179.17,"MV-,WMa,TruStrain™",7300.2,1.13E+03
,26,51.355,65.04,23.38,80.838,488.1,6.04,78742,0.8,0,133.58,"MV-,WMa,TruStrain™",5442.7,1.1E+03
,27,51.86,65.54,23.38,90.971,305.29,3.36,50700,0.8,0.02,84.372,"MV-,WMa,TruStrain™",3437.6,1.08E+03
,28,52.396,66.08,23.38,92.018,174.16,1.89,31350,0.8,0,51.311,"MV-,WMa,TruStrain™",2090.6,1.06E+03
,29,52.968,66.65,23.38,92.764,67.025,0.723,18214,0.8,0.02,29.324,"MV-,WMa,TruStrain™",1194.8,1.04E+03
,30,53.575,67.26,23.38,85.531,28.384,0.332,14343,0.8,0.01,22.752,"MV-,WMa,TruStrain™",926.98,1.03E+03
,31,54.222,67.9,23.38,62.701,127.69,2.04,22640,0.8,0,35.569,"WMa,TruStrain™",1449.2,1.02E+03
,32,54.911,68.59,23.38,49.655,221.55,4.46,36136,0.8,0.02,56.553,"WMa,TruStrain™",2304.2,1.01E+03
,33,55.643,69.32,23.38,63.891,252.6,3.95,41469,0.8,0.02,64.678,"WMa,TruStrain™",2635.2,1.01E+03
,34,56.423,70.1,23.38,55.67,269.44,4.84,43789,0.8,0,68.058,"WMa,TruStrain™",2772.9,1.01E+03
,35,57.253,70.93,23.38,56.731,299.42,5.28,48502,0.8,0,75.28,"WMa,TruStrain™",3067.2,1.01E+03
,36,58.136,71.82,23.38,52.722,307.94,5.84,49723,0.8,0.01,77.111,"WMa,TruStrain™",3141.8,1.01E+03
,37,59.075,72.76,23.38,51.221,312.96,6.11,50472,0.8,0.01,78.242,"WMa,TruStrain™",3187.9,1.01E+03
,38,60.075,73.76,23.38,51.503,317.41,6.16,51178,0.8,0.01,79.326,"WMa,TruStrain™",3232,1.01E+03
,,,,,,,,,,,,,,
Interval and data points:,5,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,60.177,73.86,23.37,11605,0.58025,5E-05,1.847E+06,0.8,0.24,2857.1,"ME-,MV-,WMa,taD,TruStrain™",1.1641E+05,1E+03
,2,60.284,73.96,23.37,3298.3,11615,3.52,1.9216E+06,0.8,0.01,2663.4,"ME-,MV-,WMa,TruStrain™",1.0852E+05,899
,3,60.397,74.08,23.37,7132.5,7678.7,1.08,1.668E+06,0.8,0,2005.8,"MV-,WMa,TruStrain™",81722,780
,4,60.518,74.2,23.37,10948,7650.3,0.699,2.1257E+06,0.8,0,2202.6,"MV-,WMa,TruStrain™",89744,672
,5,60.646,74.33,23.37,15432,9854.9,0.639,2.9141E+06,0.8,0,2414.1,"MV-,WMa,TruStrain™",98359,537
,6,60.782,74.46,23.37,22457,12990,0.578,4.129E+06,0.8,0,2467.4,"MV-,WMa,TruStrain™",1.0053E+05,387
,7,60.928,74.61,23.38,36137,14116,0.391,6.1747E+06,0.8,0,2378.6,"MV-,WMa,TruStrain™",96913,250
,8,61.082,74.76,23.38,64593,32889,0.509,1.1536E+07,0.8,0,2146,"MV-,WMa,TruStrain™",87434,121
,9,61.247,74.93,23.38,67380,3.369,5E-05,1.0724E+07,0.8,0,2444.3,"ME-,MV-,WMa,taD,TruStrain™",99590,148
,10,61.422,75.1,23.38,11522,0.57612,5E-05,1.8338E+06,0.8,0,425.83,"ME-,MV-,WMa,taD,TruStrain™",17350,151
,11,61.608,75.29,23.38,0.80839,16168,2E+04,2.5732E+06,0.8,0,493.1,"ME-,MV-,WMa,taD,TruStrain™",20091,124
,12,61.807,75.49,23.38,1.782,35639,2E+04,5.6722E+06,0.8,0,710.81,"ME-,MV-,WMa,taD,TruStrain™",28961,81.3
,13,62.018,75.7,23.38,4.454,89080,2E+04,1.4178E+07,0.8,0,705.57,"ME-,MV-,WMa,taD,TruStrain™",28748,32.3
,14,62.242,75.92,23.38,3.1534E+05,15.767,5E-05,5.0188E+07,0.8,0,431.04,"ME-,MV-,WMa,taD,TruStrain™",17562,5.57
,15,62.481,76.16,23.38,2.5982E+05,12.991,5E-05,4.1351E+07,0.8,0,53.955,"ME-,MV-,WMa,taD,TruStrain™",2198.3,0.846
,16,62.735,76.42,23.38,1.188E+05,1.1981E+05,1.01,2.6853E+07,0.8,0,2.0038,"ME-,MV-,WMa,TruStrain™",81.643,0.0484
,17,63.006,76.69,23.38,47219,4280.6,0.0907,7.5459E+06,0.8,0,0.66752,"WMa,TruStrain™",27.197,0.0574
,18,63.294,76.97,23.38,20874,5699,0.273,3.4439E+06,0.8,0,0.32382,"WMa,TruStrain™",13.193,0.061
,19,63.601,77.28,23.38,17101,9416.9,0.551,3.1071E+06,0.8,0,0.3411,"WMa,TruStrain™",13.898,0.0712
,20,63.927,77.61,23.38,11089,7020.8,0.633,2.0888E+06,0.8,0,0.28244,"WMa,TruStrain™",11.508,0.0877
,21,64.274,77.95,23.37,9902.9,5657.2,0.571,1.8151E+06,0.8,0,0.29036,"WMa,TruStrain™",11.83,0.104
,22,64.644,78.32,23.38,12246,3301.1,0.27,2.0186E+06,0.8,0,0.34744,"WMa,TruStrain™",14.156,0.112
,23,65.037,78.72,23.38,13241,519.68,0.0392,2.109E+06,0.8,0,0.36077,"WMa,TruStrain™",14.699,0.111
,24,65.455,79.14,23.38,13867,249.11,0.018,2.2073E+06,0.8,0,0.36611,"MV-,WMa,TruStrain™",14.917,0.108
,25,65.9,79.58,23.38,13476,127.42,0.00946,2.1448E+06,0.8,0,0.34668,"MV-,WMa,TruStrain™",14.125,0.105
,26,66.374,80.05,23.38,13073,622.66,0.0476,2.0829E+06,0.8,0,0.33041,"WMa,TruStrain™",13.462,0.103
,27,66.879,80.56,23.38,13294,1004.3,0.0755,2.1219E+06,0.8,0,0.33379,"WMa,TruStrain™",13.6,0.102
,28,67.415,81.1,23.38,13442,741.41,0.0552,2.1426E+06,0.8,0,0.33567,"WMa,TruStrain™",13.676,0.102
,29,67.987,81.67,23.38,12970,752.93,0.058,2.0678E+06,0.8,0,0.32293,"WMa,TruStrain™",13.157,0.101
,30,68.594,82.27,23.37,12851,812.76,0.0632,2.0494E+06,0.8,0,0.31922,"WMa,TruStrain™",13.006,0.101
,31,69.241,82.92,23.37,12893,938.87,0.0728,2.0574E+06,0.8,0,0.31985,"WMa,TruStrain™",13.032,0.101
,32,69.93,83.61,23.37,13216,1194.3,0.0904,2.1119E+06,0.8,0,0.32803,"WMa,TruStrain™",13.365,0.101
,33,70.662,84.34,23.37,13302,907.35,0.0682,2.122E+06,0.8,0,0.32933,"WMa,TruStrain™",13.418,0.101
,34,71.442,85.12,23.38,13199,910.78,0.069,2.1057E+06,0.8,0,0.32654,"WMa,TruStrain™",13.305,0.101
,35,72.272,85.95,23.38,13351,823.42,0.0617,2.129E+06,0.8,0,0.33006,"WMa,TruStrain™",13.448,0.101
,36,73.155,86.84,23.38,13194,857.46,0.065,2.1044E+06,0.8,0,0.3262,"WMa,TruStrain™",13.291,0.101
,37,74.094,87.77,23.38,13347,354.76,0.0266,2.1251E+06,0.8,0,0.32938,"WMa,TruStrain™",13.42,0.101
,38,75.094,88.77,23.38,13268,881.67,0.0665,2.1163E+06,0.8,0,0.32799,"WMa,TruStrain™",13.364,0.101
,,,,,,,,,,,,,,
Interval and data points:,6,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,75.196,88.88,23.38,1.3221E+05,4.942E+05,3.74,8.1421E+07,0.8,-0.1,716.6,"WMa,taD,TruStrain™",29197,5.71
,2,75.303,88.98,23.38,16.835,3.3671E+05,2E+04,5.3589E+07,0.8,0.02,2169.6,"ME-,MV-,WMa,taD,TruStrain™",88396,26.3
,3,75.416,89.1,23.37,6.1676,1.2335E+05,2E+04,1.9632E+07,0.8,0,1143.4,"ME-,MV-,WMa,taD,TruStrain™",46587,37.8
,4,75.537,89.22,23.37,24309,96016,3.95,1.5764E+07,0.8,0,955.78,"MV-,WMa,TruStrain™",38942,39.3
,5,75.665,89.35,23.37,58646,89657,1.53,1.7051E+07,0.8,0,1175.1,"MV-,WMa,TruStrain™",47878,44.7
,6,75.801,89.48,23.37,1.4948E+05,81034,0.542,2.7062E+07,0.8,0.03,2721.9,"MV-,WMa,TruStrain™",1.109E+05,65.2
,7,75.947,89.63,23.37,56839,1.3329E+05,2.35,2.3062E+07,0.8,0.02,5508.8,"MV-,WMa,TruStrain™",2.2445E+05,155
,8,76.101,89.78,23.37,3645.8,68165,18.7,1.0864E+07,0.8,0,5483.4,"WMa,TruStrain™",2.2341E+05,327
,9,76.266,89.95,23.37,9315.7,47975,5.15,7.778E+06,0.8,-0.01,6599.5,"ME-,WMa,TruStrain™",2.6889E+05,550
,10,76.441,90.12,23.38,1.8455,36911,2E+04,5.8745E+06,0.8,0,7682.2,"ME-,WMa,taD,TruStrain™",3.13E+05,848
,11,76.627,90.31,23.37,1.1873,23747,2E+04,3.7794E+06,0.8,0.03,6966.5,"ME-,WMa,taD,TruStrain™",2.8384E+05,1.2E+03
,12,76.826,90.51,23.38,0.95312,19062,2E+04,3.0339E+06,0.8,0.03,7277.3,"ME-,WMa,taD,TruStrain™",2.965E+05,1.56E+03
,13,77.037,90.72,23.38,0.22749,4549.9,2E+04,7.2414E+05,0.8,0.01,2076,"ME-,WMa,taD,TruStrain™",84585,1.86E+03
,14,77.261,90.94,23.38,931.57,664.2,0.713,1.8209E+05,0.8,-0.01,546.15,"ME-,MV-,WMa,TruStrain™",22252,1.94E+03
,15,77.5,91.18,23.38,1629.2,2862.3,1.76,5.2418E+05,0.8,0,1556.9,"MV-,WMa,TruStrain™",63433,1.93E+03
,16,77.754,91.43,23.38,1781.3,3598.4,2.02,6.3903E+05,0.8,0.04,1834,"MV-,WMa,TruStrain™",74722,1.86E+03
,17,78.025,91.71,23.38,1248.3,3474.4,2.78,5.8758E+05,0.8,0.01,1581.8,"MV-,WMa,TruStrain™",64448,1.75E+03
,18,78.313,91.99,23.38,232,2151.9,9.28,3.4447E+05,0.8,-0.01,882.73,"MV-,WMa,TruStrain™",35966,1.66E+03
,19,78.62,92.3,23.38,166.54,1576.4,9.47,2.5229E+05,0.8,0.02,621.1,"MV-,WMa,TruStrain™",25306,1.6E+03
,20,78.946,92.63,23.38,52.776,1379,26.1,2.1963E+05,0.8,0.02,522.07,"MV-,WMa,TruStrain™",21271,1.54E+03
,21,79.293,92.97,23.38,46.074,1309,28.4,2.0846E+05,0.8,0,476.93,"MV-,WMa,TruStrain™",19432,1.48E+03
,22,79.663,93.34,23.37,51.099,1254.7,24.6,1.9986E+05,0.8,0.02,441.08,"MV-,WMa,TruStrain™",17971,1.43E+03
,23,80.056,93.74,23.37,41.953,1195.1,28.5,1.9032E+05,0.8,0.01,405.52,"MV-,WMa,TruStrain™",16522,1.38E+03
,24,80.474,94.15,23.37,30.89,1137.2,36.8,1.8106E+05,0.8,0,371.16,"MV-,WMa,TruStrain™",15122,1.33E+03
,25,80.919,94.6,23.38,56.132,1080.6,19.3,1.7221E+05,0.8,0.02,337.55,"MV-,WMa,TruStrain™",13753,1.27E+03
,26,81.393,95.07,23.38,96.192,962.87,10,1.5401E+05,0.8,0,290.17,"MV-,WMa,TruStrain™",11823,1.22E+03
,27,81.898,95.58,23.38,102.53,812.65,7.93,1.3036E+05,0.8,0.02,237.41,"MV-,WMa,TruStrain™",9673.1,1.18E+03
,28,82.434,96.11,23.38,106.39,658.63,6.19,1.0618E+05,0.8,0,187.11,"MV-,WMa,TruStrain™",7623.6,1.14E+03
,29,83.006,96.69,23.37,103.98,506.3,4.87,82262,0.8,0.01,140.31,"MV-,WMa,TruStrain™",5716.9,1.11E+03
,30,83.613,97.29,23.37,87.816,348.25,3.97,57161,0.8,0.02,94.69,"MV-,WMa,TruStrain™",3858,1.07E+03
,31,84.26,97.94,23.38,52.137,164.36,3.15,27443,0.8,0,44.482,"MV-,WMa,TruStrain™",1812.4,1.05E+03
,32,84.949,98.63,23.38,53.839,14.518,0.27,8874.9,0.8,0.02,14.217,"MV-,WMa,TruStrain™",579.24,1.04E+03
,33,85.681,99.36,23.38,76.861,91.355,1.19,19001,0.8,0.02,30.027,"WMa,TruStrain™",1223.4,1.02E+03
,34,86.461,100.1,23.37,57.903,183.22,3.16,30582,0.8,0,47.868,"WMa,TruStrain™",1950.3,1.01E+03
,35,87.291,101,23.37,63.827,253.96,3.98,41676,0.8,0,64.926,"WMa,TruStrain™",2645.3,1.01E+03
,36,88.174,101.9,23.38,55.414,291.2,5.25,47177,0.8,0.01,73.294,"WMa,TruStrain™",2986.3,1.01E+03
,37,89.113,102.8,23.38,53.611,309.58,5.77,50005,0.8,0.01,77.566,"WMa,TruStrain™",3160.3,1.01E+03
,38,90.113,103.8,23.38,53.853,321.49,5.97,51879,0.8,0.01,80.428,"WMa,TruStrain™",3276.9,1.01E+03
,,,,,,,,,,,,,,
Interval and data points:,7,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,90.215,103.9,23.38,21007,1.0503,5E-05,3.3433E+06,0.8,0.26,5134,"ME-,MV-,WMa,taD,TruStrain™",2.0918E+05,996
,2,90.322,104,23.38,3334.5,20347,6.1,3.2816E+06,0.8,0.01,4603.3,"ME-,MV-,WMa,TruStrain™",1.8756E+05,910
,3,90.435,104.1,23.38,7800.4,7804.6,1,1.7562E+06,0.8,0,2190.1,"MV-,WMa,TruStrain™",89233,809
,4,90.556,104.2,23.38,13005,7111.9,0.547,2.3591E+06,0.8,0.01,2485.8,"MV-,WMa,TruStrain™",1.0128E+05,683
,5,90.684,104.4,23.37,17276,9026.4,0.522,3.1023E+06,0.8,0,2640.7,"MV-,WMa,TruStrain™",1.0759E+05,552
,6,90.82,104.5,23.37,24308,11734,0.483,4.2959E+06,0.8,0,2635.5,"MV-,WMa,TruStrain™",1.0738E+05,398
,7,90.966,104.6,23.37,46496,12140,0.261,7.6481E+06,0.8,0,2486.7,"MV-,WMa,TruStrain™",1.0132E+05,211
,8,91.12,104.8,23.38,88361,40572,0.459,1.5475E+07,0.8,0,2343.1,"MV-,WMa,TruStrain™",95465,98.2
,9,91.285,105,23.38,1.4225E+05,7.1126,5E-05,2.264E+07,0.8,0,4854.7,"ME-,MV-,WMa,taD,TruStrain™",1.978E+05,139
,10,91.46,105.1,23.38,0.55172,11034,2E+04,1.7562E+06,0.8,0,411.06,"ME-,WMa,taD,TruStrain™",16748,152
,11,91.646,105.3,23.38,1.0188,20377,2E+04,3.243E+06,0.8,0,603.16,"ME-,WMa,taD,TruStrain™",24575,121
